评分,内容,版本,时间,情绪指数,问题类别,风险标签
1,评论区被水军刷屏,2.1.0,2026-06-05,7,功能,高风险
5,搜索准确，找东西方便多了,1.9.0,2026-06-02,78,功能,低风险
3,功能还行，中规中矩,2.0.0,2026-06-23,30,内容,低风险
5,笔记质量高，信息量很大,2.0.0,2026-07-08,62,电商,低风险
3,功能还行，中规中矩,2.0.0,2026-07-06,32,内容,低风险
2,笔记被限流，流量骤降,1.9.0,2026-06-28,15,广告,高风险
3,偶尔用用，没啥特别感觉,1.8.0,2026-07-28,45,其他,中风险
4,搜索准确，找东西方便多了,1.8.0,2026-06-19,95,内容,低风险
1,广告越来越多，推荐质量下降,1.8.0,2026-07-13,16,功能,高风险
5,推荐算法不错，经常有好物,2.1.0,2026-06-15,64,内容,低风险
4,视频流畅，加载很快,1.9.0,2026-06-05,77,功能,低风险
4,直播体验不错，带货实在,1.8.0,2026-06-23,77,内容,低风险
3,一般般，没有惊喜,2.0.0,2026-07-12,50,其他,低风险
3,界面还可以，就是偶尔卡顿,2.1.0,2026-06-04,46,其他,低风险
1,无故封号，申诉没人理,2.0.0,2026-06-07,4,广告,高风险
3,功能还行，中规中矩,1.9.0,2026-06-09,31,内容,低风险
3,界面还可以，就是偶尔卡顿,1.8.0,2026-06-15,45,功能,低风险
2,隐私设置形同虚设,1.9.0,2026-07-20,15,功能,高风险
4,笔记质量高，信息量很大,1.8.0,2026-07-09,62,电商,低风险
4,视频流畅，加载很快,1.9.0,2026-07-03,97,搜索,低风险
3,功能还行，中规中矩,1.8.0,2026-06-25,51,内容,低风险
5,视频流畅，加载很快,1.8.0,2026-06-07,99,电商,中风险
4,购物链路顺畅，下单方便,2.1.0,2026-07-05,75,内容,低风险
5,视频流畅，加载很快,1.9.0,2026-07-29,84,搜索,低风险
4,攻略很实用，收藏了很多,1.9.0,2026-06-17,99,搜索,低风险
5,内容丰富，种草体验很好,2.0.0,2026-06-07,98,搜索,低风险
3,界面还可以，就是偶尔卡顿,2.0.0,2026-06-12,42,功能,中风险
5,笔记质量高，信息量很大,2.0.0,2026-06-17,100,搜索,低风险
3,用了一阵子，感觉普通,1.9.0,2026-06-05,47,内容,低风险
3,偶尔用用，没啥特别感觉,1.9.0,2026-07-19,45,功能,中风险
2,更新后经常闪退，体验很差,1.8.0,2026-06-10,23,广告,低风险
4,攻略很实用，收藏了很多,2.0.0,2026-06-04,65,内容,中风险
3,偶尔用用，没啥特别感觉,1.9.0,2026-07-24,25,内容,低风险
4,攻略很实用，收藏了很多,2.1.0,2026-06-06,95,内容,中风险
5,攻略很实用，收藏了很多,1.9.0,2026-07-13,89,内容,低风险
3,功能还行，中规中矩,1.8.0,2026-07-28,50,内容,低风险
4,社区氛围好，互动很积极,1.9.0,2026-06-14,65,社区,低风险
5,笔记质量高，信息量很大,1.8.0,2026-07-12,66,电商,中风险
5,推荐算法不错，经常有好物,2.1.0,2026-07-13,92,搜索,中风险
5,购物链路顺畅，下单方便,2.0.0,2026-07-06,81,内容,低风险
3,用了一阵子，感觉普通,1.8.0,2026-07-02,28,功能,中风险
4,攻略很实用，收藏了很多,2.1.0,2026-07-28,76,搜索,低风险
5,直播体验不错，带货实在,1.9.0,2026-07-17,64,社区,低风险
5,视频流畅，加载很快,1.9.0,2026-06-05,82,功能,低风险
3,偶尔用用，没啥特别感觉,1.9.0,2026-07-04,25,功能,低风险
4,攻略很实用，收藏了很多,2.0.0,2026-06-17,98,内容,低风险
5,推荐算法不错，经常有好物,2.1.0,2026-07-09,94,搜索,低风险
5,攻略很实用，收藏了很多,1.9.0,2026-06-10,91,电商,低风险
3,功能还行，中规中矩,2.0.0,2026-07-05,49,其他,中风险
4,推荐算法不错，经常有好物,2.0.0,2026-07-20,91,功能,低风险
4,推荐算法不错，经常有好物,2.0.0,2026-07-20,100,电商,低风险
3,偶尔用用，没啥特别感觉,2.1.0,2026-07-15,53,内容,中风险
3,偶尔用用，没啥特别感觉,2.0.0,2026-06-01,44,内容,低风险
4,界面简洁，用起来很顺手,1.8.0,2026-07-21,65,功能,低风险
4,购物链路顺畅，下单方便,1.8.0,2026-06-27,85,功能,低风险
5,购物链路顺畅，下单方便,2.1.0,2026-06-07,62,内容,低风险
5,笔记质量高，信息量很大,1.9.0,2026-06-08,72,功能,低风险
4,社区氛围好，互动很积极,1.9.0,2026-07-05,99,搜索,低风险
3,一般般，没有惊喜,2.1.0,2026-06-20,48,其他,低风险
5,界面简洁，用起来很顺手,2.1.0,2026-06-27,71,功能,中风险
5,直播体验不错，带货实在,1.8.0,2026-07-28,77,电商,低风险
5,直播体验不错，带货实在,2.0.0,2026-06-22,75,内容,低风险
4,笔记质量高，信息量很大,1.9.0,2026-06-23,74,搜索,低风险
4,视频流畅，加载很快,2.1.0,2026-06-07,76,社区,低风险
5,推荐算法不错，经常有好物,1.9.0,2026-07-17,63,电商,低风险
4,视频流畅，加载很快,1.8.0,2026-06-21,92,功能,低风险
3,用了一阵子，感觉普通,2.1.0,2026-07-05,50,内容,低风险
4,视频流畅，加载很快,2.0.0,2026-06-25,94,社区,中风险
1,内容审核乱封号，误伤严重,1.8.0,2026-07-21,10,客服,高风险
2,账号莫名被禁言，没有任何通知,2.0.0,2026-06-29,16,内容,高风险
4,界面简洁，用起来很顺手,2.1.0,2026-07-15,69,搜索,低风险
5,搜索准确，找东西方便多了,2.1.0,2026-06-12,87,功能,中风险
5,内容丰富，种草体验很好,2.1.0,2026-07-21,80,搜索,中风险
4,视频流畅，加载很快,1.8.0,2026-07-03,95,功能,中风险
5,直播体验不错，带货实在,1.8.0,2026-07-19,77,功能,低风险
4,视频流畅，加载很快,1.9.0,2026-06-24,98,功能,低风险
4,购物链路顺畅，下单方便,1.9.0,2026-07-03,85,社区,中风险
4,购物链路顺畅，下单方便,1.9.0,2026-07-15,76,电商,低风险
4,购物链路顺畅，下单方便,1.8.0,2026-06-29,60,功能,低风险
5,直播体验不错，带货实在,1.9.0,2026-07-02,63,社区,低风险
4,直播体验不错，带货实在,2.0.0,2026-07-30,70,搜索,低风险
5,直播体验不错，带货实在,2.0.0,2026-07-06,77,功能,中风险
3,一般般，没有惊喜,1.8.0,2026-07-14,56,其他,低风险
1,评论区被水军刷屏,2.1.0,2026-06-12,21,客服,低风险
3,用了一阵子，感觉普通,2.0.0,2026-06-04,53,内容,低风险
3,用了一阵子，感觉普通,2.0.0,2026-06-20,25,其他,低风险
2,无故封号，申诉没人理,2.1.0,2026-06-24,8,内容,高风险
5,社区氛围好，互动很积极,1.9.0,2026-07-15,85,电商,低风险
3,一般般，没有惊喜,1.9.0,2026-07-06,35,内容,中风险
4,界面简洁，用起来很顺手,2.0.0,2026-07-21,84,功能,中风险
5,社区氛围好，互动很积极,2.0.0,2026-07-19,60,搜索,低风险
5,视频流畅，加载很快,2.0.0,2026-06-23,97,电商,中风险
5,界面简洁，用起来很顺手,2.0.0,2026-07-19,61,功能,低风险
4,攻略很实用，收藏了很多,2.1.0,2026-06-25,84,内容,低风险
3,一般般，没有惊喜,2.0.0,2026-07-24,44,功能,低风险
4,购物链路顺畅，下单方便,1.9.0,2026-06-23,78,社区,低风险
4,推荐算法不错，经常有好物,1.9.0,2026-06-07,75,电商,低风险
4,界面简洁，用起来很顺手,1.8.0,2026-07-15,72,搜索,低风险
2,更新后经常闪退，体验很差,1.9.0,2026-07-19,4,广告,高风险
5,攻略很实用，收藏了很多,1.9.0,2026-06-13,89,社区,低风险
3,功能还行，中规中矩,1.9.0,2026-06-19,44,功能,低风险
4,界面简洁，用起来很顺手,1.9.0,2026-06-06,69,搜索,低风险
1,搜索功能越来越难用,2.0.0,2026-06-04,14,内容,高风险
3,用了一阵子，感觉普通,1.9.0,2026-07-27,36,其他,低风险
4,购物链路顺畅，下单方便,1.8.0,2026-07-26,85,社区,中风险
3,用了一阵子，感觉普通,2.0.0,2026-06-12,49,功能,中风险
4,视频流畅，加载很快,1.9.0,2026-07-06,91,内容,低风险
4,视频流畅，加载很快,2.1.0,2026-06-16,99,搜索,低风险
1,账号莫名被禁言，没有任何通知,1.8.0,2026-06-28,14,账号,高风险
5,社区氛围好，互动很积极,1.8.0,2026-06-12,80,功能,中风险
3,偶尔用用，没啥特别感觉,1.8.0,2026-07-30,41,功能,中风险
3,界面还可以，就是偶尔卡顿,2.1.0,2026-06-24,56,内容,低风险
2,隐私设置形同虚设,2.1.0,2026-06-15,24,广告,低风险
1,隐私设置形同虚设,1.9.0,2026-07-23,14,账号,高风险
5,攻略很实用，收藏了很多,1.9.0,2026-07-04,65,电商,低风险
4,视频流畅，加载很快,2.0.0,2026-07-21,96,社区,低风险
4,社区氛围好，互动很积极,2.0.0,2026-07-14,77,搜索,低风险
2,客服完全联系不上，太失望了,2.1.0,2026-07-19,21,内容,低风险
3,界面还可以，就是偶尔卡顿,1.9.0,2026-07-21,59,功能,低风险
1,搜索功能越来越难用,2.0.0,2026-06-19,0,客服,高风险
3,用了一阵子，感觉普通,1.8.0,2026-07-10,44,其他,低风险
5,推荐算法不错，经常有好物,2.1.0,2026-06-22,76,内容,中风险
5,社区氛围好，互动很积极,2.1.0,2026-06-24,86,社区,中风险
4,社区氛围好，互动很积极,1.9.0,2026-06-16,68,电商,低风险
4,笔记质量高，信息量很大,2.1.0,2026-06-12,83,搜索,低风险
3,用了一阵子，感觉普通,2.1.0,2026-06-23,54,功能,低风险
4,视频流畅，加载很快,2.1.0,2026-07-03,91,内容,低风险
2,客服完全联系不上，太失望了,1.8.0,2026-07-24,4,广告,高风险
3,偶尔用用，没啥特别感觉,2.1.0,2026-07-18,50,其他,中风险
3,偶尔用用，没啥特别感觉,2.0.0,2026-07-18,30,其他,低风险
2,账号莫名被禁言，没有任何通知,1.8.0,2026-07-27,22,账号,中风险
4,直播体验不错，带货实在,2.0.0,2026-07-28,73,社区,低风险
2,隐私设置形同虚设,2.1.0,2026-06-12,24,内容,低风险
2,评论区被水军刷屏,1.8.0,2026-06-07,22,广告,低风险
3,功能还行，中规中矩,1.8.0,2026-07-18,53,内容,低风险
3,用了一阵子，感觉普通,2.1.0,2026-06-09,57,功能,低风险
4,购物链路顺畅，下单方便,1.9.0,2026-06-01,74,社区,中风险
4,笔记质量高，信息量很大,1.8.0,2026-06-27,71,搜索,低风险
4,搜索准确，找东西方便多了,2.0.0,2026-07-10,72,内容,低风险
2,客服完全联系不上，太失望了,2.0.0,2026-07-09,1,账号,高风险
2,账号莫名被禁言，没有任何通知,2.1.0,2026-07-23,14,内容,高风险
5,购物链路顺畅，下单方便,1.8.0,2026-07-20,92,社区,中风险
1,广告越来越多，推荐质量下降,2.1.0,2026-06-28,12,内容,高风险
2,无故封号，申诉没人理,1.8.0,2026-06-13,3,功能,高风险
4,社区氛围好，互动很积极,1.9.0,2026-06-08,78,搜索,低风险
4,直播体验不错，带货实在,2.1.0,2026-06-12,96,电商,中风险
4,搜索准确，找东西方便多了,1.8.0,2026-06-18,73,内容,低风险
5,笔记质量高，信息量很大,2.1.0,2026-07-16,66,搜索,低风险
3,偶尔用用，没啥特别感觉,1.8.0,2026-06-04,43,其他,低风险
2,无故封号，申诉没人理,1.9.0,2026-07-27,12,客服,高风险
3,一般般，没有惊喜,1.9.0,2026-06-29,54,功能,低风险
5,社区氛围好，互动很积极,1.9.0,2026-06-21,71,电商,低风险
4,内容丰富，种草体验很好,1.8.0,2026-06-01,92,社区,低风险
5,推荐算法不错，经常有好物,1.9.0,2026-06-18,64,搜索,低风险
2,广告越来越多，推荐质量下降,2.1.0,2026-06-17,19,账号,高风险
2,内容审核乱封号，误伤严重,1.8.0,2026-07-11,3,客服,高风险
4,直播体验不错，带货实在,2.1.0,2026-06-12,71,搜索,低风险
1,账号莫名被禁言，没有任何通知,2.0.0,2026-06-06,20,内容,低风险
1,评论区被水军刷屏,2.1.0,2026-07-17,18,内容,高风险
4,社区氛围好，互动很积极,1.9.0,2026-06-12,61,搜索,低风险
3,界面还可以，就是偶尔卡顿,2.1.0,2026-06-15,45,其他,低风险
5,直播体验不错，带货实在,1.8.0,2026-07-01,100,社区,低风险
2,笔记被限流，流量骤降,1.9.0,2026-06-16,25,账号,低风险
3,用了一阵子，感觉普通,1.8.0,2026-06-23,33,功能,中风险
5,笔记质量高，信息量很大,1.8.0,2026-06-21,98,内容,低风险
4,界面简洁，用起来很顺手,1.8.0,2026-06-20,92,功能,低风险
5,购物链路顺畅，下单方便,1.9.0,2026-07-24,70,内容,低风险
2,笔记被限流，流量骤降,2.1.0,2026-06-13,6,内容,高风险
4,内容丰富，种草体验很好,2.1.0,2026-06-27,68,内容,中风险
5,界面简洁，用起来很顺手,2.1.0,2026-06-12,63,电商,中风险
4,社区氛围好，互动很积极,1.8.0,2026-06-03,67,功能,中风险
4,社区氛围好，互动很积极,1.8.0,2026-07-26,73,电商,低风险
3,用了一阵子，感觉普通,1.8.0,2026-06-09,40,内容,低风险
4,视频流畅，加载很快,1.9.0,2026-07-23,68,内容,低风险
3,用了一阵子，感觉普通,1.8.0,2026-06-04,51,内容,中风险
5,内容丰富，种草体验很好,1.8.0,2026-07-03,69,社区,低风险
5,攻略很实用，收藏了很多,2.0.0,2026-07-06,75,社区,中风险
4,直播体验不错，带货实在,1.8.0,2026-06-07,89,功能,低风险
3,功能还行，中规中矩,2.1.0,2026-06-19,46,内容,低风险
2,无故封号，申诉没人理,1.8.0,2026-07-06,9,广告,高风险
3,界面还可以，就是偶尔卡顿,1.9.0,2026-06-27,30,其他,低风险
4,社区氛围好，互动很积极,2.1.0,2026-07-06,95,内容,低风险
5,搜索准确，找东西方便多了,2.1.0,2026-07-15,87,社区,低风险
5,购物链路顺畅，下单方便,2.1.0,2026-07-24,98,电商,低风险
3,界面还可以，就是偶尔卡顿,2.0.0,2026-06-06,49,其他,中风险
4,社区氛围好，互动很积极,1.9.0,2026-06-30,95,社区,低风险
2,内容审核乱封号，误伤严重,2.1.0,2026-06-29,17,客服,高风险
5,笔记质量高，信息量很大,2.1.0,2026-07-13,98,搜索,低风险
2,内容审核乱封号，误伤严重,2.0.0,2026-06-17,15,内容,高风险
5,社区氛围好，互动很积极,2.1.0,2026-06-27,64,社区,低风险
3,偶尔用用，没啥特别感觉,2.1.0,2026-06-25,58,其他,中风险
5,内容丰富，种草体验很好,2.0.0,2026-06-22,87,功能,中风险
4,内容丰富，种草体验很好,2.0.0,2026-06-16,85,搜索,中风险
5,攻略很实用，收藏了很多,1.8.0,2026-06-22,98,电商,低风险
5,推荐算法不错，经常有好物,1.8.0,2026-06-30,90,社区,低风险
5,攻略很实用，收藏了很多,1.9.0,2026-07-14,81,社区,低风险
4,推荐算法不错，经常有好物,1.9.0,2026-06-09,78,搜索,低风险
5,视频流畅，加载很快,2.1.0,2026-07-16,72,内容,低风险
4,攻略很实用，收藏了很多,2.0.0,2026-06-09,71,电商,中风险
4,视频流畅，加载很快,2.0.0,2026-07-18,100,电商,低风险
3,一般般，没有惊喜,2.0.0,2026-06-29,32,功能,低风险
5,视频流畅，加载很快,2.0.0,2026-07-14,81,社区,低风险
5,推荐算法不错，经常有好物,1.9.0,2026-06-09,91,搜索,低风险
4,视频流畅，加载很快,2.0.0,2026-06-25,68,社区,低风险
2,搜索功能越来越难用,1.9.0,2026-06-23,15,广告,高风险
4,推荐算法不错，经常有好物,1.9.0,2026-06-29,84,搜索,低风险
5,推荐算法不错，经常有好物,2.0.0,2026-07-18,68,功能,中风险
3,界面还可以，就是偶尔卡顿,1.9.0,2026-07-20,47,其他,低风险
5,直播体验不错，带货实在,1.9.0,2026-07-22,85,电商,低风险
4,直播体验不错，带货实在,1.9.0,2026-07-15,82,社区,低风险
5,购物链路顺畅，下单方便,1.8.0,2026-06-05,82,社区,中风险
4,笔记质量高，信息量很大,2.1.0,2026-06-10,86,电商,低风险
5,直播体验不错，带货实在,2.1.0,2026-06-12,91,内容,低风险
4,直播体验不错，带货实在,2.1.0,2026-06-04,86,功能,低风险
4,社区氛围好，互动很积极,1.9.0,2026-06-17,79,社区,低风险
3,用了一阵子，感觉普通,1.8.0,2026-07-28,32,内容,低风险
3,用了一阵子，感觉普通,2.0.0,2026-06-01,54,内容,低风险
2,搜索功能越来越难用,1.9.0,2026-06-25,15,客服,高风险
3,功能还行，中规中矩,1.9.0,2026-07-12,49,其他,低风险
5,社区氛围好，互动很积极,2.0.0,2026-06-27,71,社区,低风险
2,无故封号，申诉没人理,1.9.0,2026-07-25,9,内容,高风险
5,搜索准确，找东西方便多了,1.8.0,2026-06-16,89,功能,低风险
2,搜索功能越来越难用,2.1.0,2026-07-18,6,功能,高风险
4,视频流畅，加载很快,2.0.0,2026-06-18,67,内容,中风险
3,偶尔用用，没啥特别感觉,1.9.0,2026-06-26,39,内容,中风险
2,评论区被水军刷屏,2.0.0,2026-07-28,17,账号,高风险
1,广告越来越多，推荐质量下降,2.0.0,2026-07-03,4,账号,高风险
3,用了一阵子，感觉普通,1.8.0,2026-07-27,31,内容,低风险
2,无故封号，申诉没人理,2.1.0,2026-06-09,14,广告,高风险
5,搜索准确，找东西方便多了,1.8.0,2026-07-09,73,功能,低风险
3,用了一阵子，感觉普通,2.1.0,2026-07-18,45,功能,中风险
2,笔记被限流，流量骤降,2.1.0,2026-06-11,25,内容,低风险
5,内容丰富，种草体验很好,2.0.0,2026-06-29,82,社区,中风险
3,功能还行，中规中矩,2.1.0,2026-06-14,32,功能,低风险
5,界面简洁，用起来很顺手,2.1.0,2026-06-05,60,搜索,中风险
3,功能还行，中规中矩,1.9.0,2026-06-27,59,其他,中风险
3,界面还可以，就是偶尔卡顿,1.9.0,2026-07-18,35,功能,低风险
3,界面还可以，就是偶尔卡顿,1.8.0,2026-07-28,34,内容,中风险
3,偶尔用用，没啥特别感觉,1.8.0,2026-07-15,58,功能,低风险
4,攻略很实用，收藏了很多,2.1.0,2026-07-21,69,搜索,低风险
4,内容丰富，种草体验很好,2.0.0,2026-06-11,84,内容,中风险
5,笔记质量高，信息量很大,2.0.0,2026-06-28,62,搜索,低风险
4,界面简洁，用起来很顺手,2.0.0,2026-06-07,66,社区,中风险
4,界面简洁，用起来很顺手,1.8.0,2026-07-04,90,社区,低风险
2,隐私设置形同虚设,1.8.0,2026-07-20,6,账号,高风险
4,直播体验不错，带货实在,2.1.0,2026-07-15,67,内容,低风险
5,视频流畅，加载很快,1.9.0,2026-07-22,76,电商,低风险
1,客服完全联系不上，太失望了,1.9.0,2026-06-09,11,客服,高风险
3,用了一阵子，感觉普通,1.8.0,2026-06-02,30,其他,低风险
2,无故封号，申诉没人理,2.0.0,2026-06-23,16,广告,高风险
5,界面简洁，用起来很顺手,2.0.0,2026-07-29,72,内容,低风险
